"Spinach, canned, regular pack, drained solids",3.4,2.4,0.4,214,"1 cup",,
"Spinach, frozen, chopped or leaf, unprepared",4.21,2.9,0.65,156,"1 cup",284,"1 package,  (10 oz)"
"Spinach, frozen, chopped or leaf, cooked, boiled, drained, without salt",4.8,3.7,0.51,220,"1 package,  (10 oz) yields",95,".5 cup"
"Squash, summer, crookneck and straightneck, raw",3.88,1,3.53,127,"1 cup, sliced",,
"Squash, summer, crookneck and straightneck, cooked, boiled, drained, without salt",3.79,1.1,2.48,180,"1 cup, sliced",90,".5 cup, slices"
"Squash, summer, crookneck and straightneck, canned, drained, solid, without salt",2.96,1.4,1.19,210,"1 cup, diced",240,"1 cup, mashed"
"Squash, summer, crookneck and straightneck, frozen, unprepared",4.8,1.2,,130,"1 cup, slices",,
"Squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, without salt",5.54,1.4,2.33,192,"1 cup, slices",,
"Squash, summer, scallop, raw",3.84,1.2,2.39,130,"1 cup, slices",,
"Squash, summer, scallop, cooked, boiled, drained, without salt",3.3,1.9,1.5,240,"1 cup, mashed",180,"1 cup, sliced"
"Squash, summer, zucchini, includes skin, raw",3.11,1,2.5,124,"1 cup, chopped",113,"1 cup, sliced"
"Squash, summer, zucchini, includes skin, cooked, boiled, drained, without salt",2.69,1,1.71,180,"1 cup, sliced",120,".5 cup, mashed"
"Squash, summer, zucchini, includes skin, frozen, unprepared",3.59,1.3,1.71,284,"1 package,  (10 oz)",1361,"1 package,  (3 lb)"
"Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, without salt",3.56,1.3,1.69,223,"1 cup",,
"Squash, summer, zucchini, italian style, canned",6.85,,,227,"1 cup",,
"Squash, winter, acorn, raw",10.42,1.5,,140,"1 cup, cubes",431,"1 squash,  (4 inch dia)"
"Squash, winter, acorn, cooked, baked, without salt",14.58,4.4,,205,"1 cup, cubes",,
"Squash, winter, acorn, cooked, boiled, mashed, without salt",8.79,2.6,,245,"1 cup, mashed",,
"Squash, winter, butternut, raw",11.69,2,2.2,140,"1 cup, cubes",,
"Squash, winter, butternut, cooked, baked, without salt",10.49,3.2,1.97,205,"1 cup, cubes",,
"Squash, winter, butternut, frozen, unprepared",14.41,1.3,2.83,340,"1 package,  (12 oz)",1814,"1 package,  (4 lb)"
"Squash, winter, butternut, frozen, cooked, boiled, without salt",10.05,,,240,"1 cup, mashed",,
"Squash, winter, hubbard, raw",8.7,3.9,3.95,116,"1 cup, cubes",,
"Squash, winter, hubbard, baked, without salt",10.81,4.9,4.9,205,"1 cup, cubes",,
"Squash, winter, hubbard, cooked, boiled, mashed, without salt",6.46,2.9,2.93,236,"1 cup, mashed",,
"Squash, winter, spaghetti, raw",6.91,1.5,2.76,101,"1 cup, cubes",,
"Squash, winter, spaghetti, cooked, boiled, drained, or baked, without salt",6.46,1.4,2.53,155,"1 cup",,
"Succotash, (corn and limas), raw",19.59,3.8,,,,,
"Succotash, (corn and limas), cooked, boiled, drained, without salt",24.38,4.5,,192,"1 cup",,
"Succotash, (corn and limas), canned, with cream style corn",17.61,3,,266,"1 cup",,
"Succotash, (corn and limas), canned, with whole kernel corn, solids and liquids",13.98,2.6,,255,"1 cup",,
"Succotash, (corn and limas), frozen, unprepared",19.94,4,,156,"1 cup",284,"1 package,  (10 oz)"
"Succotash, (corn and limas), frozen, cooked, boiled, drained, without salt",19.95,4.1,2.21,170,"1 cup",,
"Swamp cabbage, (skunk cabbage), raw",3.14,2.1,,56,"1 cup, chopped",13,"1 shoot"
"Swamp cabbage, cooked, boiled, drained, without salt",3.71,1.9,,98,"1 cup, chopped",,
"Sweet potato leaves, raw",6.38,2,,35,"1 cup, chopped",16,"1 leaf,  (12-1/4"" long)"
"Sweet potato leaves, cooked, steamed, without salt",7.32,1.9,5.42,64,"1 cup",,
"Sweet potato, raw, unprepared",20.12,3,4.18,133,"1 cup, cubes",130,"1 sweetpotato,  5"" long"
"Sweet potato, cooked, baked in skin, without salt",20.71,3.3,6.48,200,"1 cup",180,"1 large"
"Sweet potato, cooked, boiled, without skin",17.72,2.5,5.74,328,"1 cup, mashed",151,"1 medium"
"Sweet potato, canned, vacuum pack",21.12,1.8,5,255,"1 cup, mashed",200,"1 cup, pieces"
"Sweet potato, canned, mashed",23.19,1.7,5.45,255,"1 cup",496,"1 can,  (404 x 307)"
"Sweet potato, frozen, unprepared",22.22,1.7,,176,"1 cup, cubes",,
"Sweet potato, frozen, cooked, baked, without salt",23.4,1.8,9.17,176,"1 cup, cubes",,
"Taro, raw",26.46,4.1,0.4,104,"1 cup, sliced",,
"Taro, cooked, without salt",34.6,5.1,0.49,132,"1 cup, sliced",,
"Taro leaves, raw",6.7,3.7,3.01,28,"1 cup",10,"1 leaf,  (11"" x 6-1/2"")"
"Taro leaves, cooked, steamed, without salt",4.02,2,,145,"1 cup",,
"Taro shoots, raw",2.32,,,43,".5 cup, slices",83,"1 shoot"
"Taro shoots, cooked, without salt",3.2,,,140,"1 cup, slices",,
"Taro, tahitian, raw",6.91,,,125,"1 cup, slices",,
"Taro, tahitian, cooked, without salt",6.85,,,137,"1 cup, slices",,
"Tomatoes, green, raw",5.1,1.1,4,180,"1 cup",182,"1 large"
"Tomatoes, red, ripe, raw, year round average",3.89,1.2,2.63,149,"1 cup,  cherry tomatoes",180,"1 cup, chopped or sliced"
"Tomatoes, red, ripe, cooked",4.01,0.7,2.49,240,"1 cup",246,"2 medium"
"Tomatoes, red, ripe, canned, packed in tomato juice",4,1,2.38,240,"1 cup",15,"1 tbsp"
"Tomatoes, red, ripe, canned, stewed",6.19,1,3.52,255,"1 cup",,
"Tomatoes, red, ripe, canned, with green chilies",3.62,,,241,"1 cup",,
"Tomato juice, canned, with salt added",4.24,0.4,3.56,243,"1 cup",182,"6 fl oz"
"Tomato products, canned, paste, without salt added",18.91,4.1,12.18,262,"1 cup",16,"1 tbsp"
"Tomato products, canned, puree, without salt added",8.98,1.9,4.83,250,"1 cup",822,"1 can,  (29 oz) (401 x 411)"
"Tomato powder",74.68,16.5,43.9,,,,
"Tomato products, canned, sauce",5.38,1.5,4.25,245,"1 cup",,
"Tomato products, canned, sauce, with mushrooms",8.43,1.5,5.77,245,"1 cup",,
"Tomato products, canned, sauce, with onions",9.94,1.8,,245,"1 cup",,
"Tomato products, canned, sauce, with herbs and cheese",10.24,2.2,,122,".5 cup",425,"1 can,  15 oz (303 x 406)"
"Tomato products, canned, sauce, with onions, green peppers, and celery",8.77,1.4,7.36,250,"1 cup",411,"1 can,  15 oz (303 x 406)"
"Tomato products, canned, sauce, with tomato tidbits",7.09,1.4,,244,"1 cup",425,"1 can,  15 oz (303 x 406)"
"Tree fern, cooked, without salt",10.98,3.7,,71,".5 cup, chopped",31,"1 frond,  (6-1/2"" long)"
"Turnips, raw",6.43,1.8,3.8,130,"1 cup, cubes",183,"1 large"
"Turnips, cooked, boiled, drained, without salt",5.06,2,2.99,156,"1 cup, cubes",230,"1 cup, mashed"
"Turnips, frozen, unprepared",2.94,1.8,,284,"1 package, mashed (10 oz)",94,".333 package, mashed (10 oz)"
"Turnips, frozen, cooked, boiled, drained, without salt",4.35,2,2.35,156,"1 cup",,
"Turnip greens, raw",7.13,3.2,0.81,55,"1 cup, chopped",,
"Turnip greens, cooked, boiled, drained, without salt",4.36,3.5,0.53,144,"1 cup, chopped",,
"Turnip greens, canned, solids and liquids",2.42,1.7,,117,".5 cup",425,"1 can,  15 oz (303 x 406)"
"Turnip greens, frozen, unprepared",3.67,2.5,,82,".5 cup, chopped or diced",284,"1 package,  (10 oz)"
"Turnip greens, frozen, cooked, boiled, drained, without salt",4.98,3.4,0.75,164,"1 cup",220,"1 package,  (10 oz) yields"
"Turnip greens and turnips, frozen, unprepared",3.4,2.4,,284,"1 package,  (10 oz)",1361,"1 package,  (3 lb)"
"Turnip greens and turnips, frozen, cooked, boiled, drained, without salt",4.85,3.1,1.07,163,"1 cup",,
"Vegetable juice cocktail, canned",4.55,0.8,3.3,242,"1 cup",182,"6 fl oz"
"Vegetables, mixed, canned, solids and liquids",7.13,3.8,,245,"1 cup",,
"Vegetables, mixed, canned, drained solids",9.26,3,2.41,163,"1 cup",,
"Vegetables, mixed, frozen, unprepared",13.46,4,,284,"1 package,  (10 oz)",1134,"1 pack,  (2-1/2 lb)"
"Vegetables, mixed, frozen, cooked, boiled, drained, without salt",13.09,4.4,3.12,275,"1 package,  (10 oz) yields",91,".5 cup"
"Vinespinach, (basella), raw",3.4,,,,,,
"Waterchestnuts, chinese, (matai), raw",23.94,3,4.8,62,".5 cup, slices",36,"4 waterchestnuts"
"Waterchestnuts, chinese, canned, solids and liquids",12.3,2.5,2.46,70,".5 cup, slices",28,"4 waterchestnuts"
"Watercress, raw",1.29,0.5,0.2,34,"1 cup, chopped",2.5,"1 sprig"
"Waxgourd, (chinese preserving melon), raw",3,2.9,,132,"1 cup, cubes",5700,"1 waxgourd"
"Waxgourd, (chinese preserving melon), cooked, boiled, drained, without salt",3.04,1,1.18,175,"1 cup, cubes",,
"Winged beans, immature seeds, raw",4.31,,,44,"1 cup, slices",16,"1 pod"
"Winged beans, immature seeds, cooked, boiled, drained, without salt",3.21,,,62,"1 cup",,
"Winged bean leaves, raw",14.1,,,,,,
"Winged bean tuber, raw",28.1,,,,,,
"Yam, raw",27.88,4.1,0.5,150,"1 cup, cubes",,
"Yam, cooked, boiled, drained, or baked, without salt",27.48,3.9,0.49,136,"1 cup, cubes",68,".5 cup, cubes"
"Yambean (jicama), raw",8.82,4.9,1.8,120,"1 cup, slices",130,"1 cup"
"Yambean (jicama), cooked, boiled, drained, without salt",8.82,,,,,,
"Beets, harvard, canned, solids and liquids",18.18,2.5,,246,"1 cup, slices",,
"Beets, pickled, canned, solids and liquids",16.28,2.6,13.59,227,"1 cup, slices",,
"Borage, raw",3.06,,,89,"1 cup,  (1"" pieces)",,
"Borage, cooked, boiled, drained, without salt",3.55,,,,,,
"Chives, freeze-dried",64.29,26.2,,0.2,"1 tbsp",0.8,".25 cup"
"Dock, raw",3.2,2.9,,133,"1 cup, chopped",,
"Dock, cooked, boiled, drained, without salt",2.93,2.6,,,,,
"Eppaw, raw",31.68,,,100,"1 cup",,
"Drumstick pods, raw",8.53,3.2,,100,"1 cup, slices",11,"1 pod,  (15-1/3"" long)"
"Drumstick pods, cooked, boiled, drained, without salt",8.18,4.2,,118,"1 cup, slices",,
"Kale, scotch, raw",8.32,1.7,,67,"1 cup, chopped",,
"Kale, scotch, cooked, boiled, drained, without salt",5.63,1.2,,130,"1 cup, chopped",,
"Leeks, (bulb and lower-leaf portion), freeze-dried",74.65,10.4,,0.2,"1 tbsp",0.8,".25 cup"
"Parsley, freeze-dried",42.38,32.7,,0.4,"1 tbsp",1.4,".25 cup"
"Beans, mung, mature seeds, sprouted, canned, drained solids",2.14,0.8,1.34,125,"1 cup",,
"Peppers, jalapeno, canned, solids and liquids",4.74,2.6,2.14,136,"1 cup, chopped",104,"1 cup, sliced"
"Peppers, sweet, green, freeze-dried",68.7,21.3,38.48,0.4,"1 tbsp",1.6,".25 cup"
"Radishes, white icicle, raw",2.63,1.4,,50,".5 cup, slices",17,"1 radish,  (7"" long)"
"Shallots, freeze-dried",80.7,15.7,38.16,0.9,"1 tbsp",3.6,".25 cup"
"Squash, summer, all varieties, raw",3.35,1.1,2.2,113,"1 cup, sliced",323,"1 large"
"Squash, summer, all varieties, cooked, boiled, drained, without salt",4.31,1.4,2.59,180,"1 cup, sliced",,
"Squash, winter, all varieties, raw",8.59,1.5,2.2,116,"1 cup, cubes",,
"Squash, winter, all varieties, cooked, baked, without salt",8.85,2.8,3.3,205,"1 cup, cubes",,
"Sweet potato, canned, syrup pack, solids and liquids",20.93,2.5,15.4,228,"1 cup",638,"1 can,  (404 x 307)"
"Sweet potato, canned, syrup pack, drained solids",25.36,3,5.74,196,"1 cup",,
"Tomato products, canned, sauce, spanish style",7.24,1.4,,244,"1 cup",425,"1 can,  15 oz (303 x 406)"
"Beans, pinto, mature seeds, sprouted, raw",11.6,,,,,,
"Beans, pinto, mature seeds, sprouted, cooked, boiled, drained, without salt",4.1,,,,,,
"Carrot juice, canned",9.28,0.8,3.91,236,"1 cup",29.5,"1 fl oz"
"Corn pudding, home prepared",16.97,1.2,6.59,250,"1 cup",167,".667 cup,  (#6 scoop)"
"Potatoes, mashed, home-prepared, whole milk added",17.57,1.5,1.48,210,"1 cup",,
"Spinach souffle",5.9,0.7,1.85,136,"1 cup",813,"1 recipe,  yield"
"Sweet potato, cooked, candied, home-prepared",27.86,2.4,,105,"1 piece,  (2-1/2"" x 2"" dia)",,
"Tomatoes, red, ripe, cooked, stewed",13.05,1.7,,101,"1 cup",604,"1 recipe,  yield"
"Seaweed, agar, dried",80.88,7.7,2.97,,,,
"Seaweed, spirulina, raw",2.42,,,,,,
"Seaweed, spirulina, dried",23.9,3.6,3.1,112,"1 cup",7,"1 tablespoon"
"Seaweed, wakame, raw",9.14,0.5,0.65,10,"2 tbsp,  (1/8 cup)",,
"Peppers, hot chili, green, raw",9.46,1.5,5.1,45,"1 pepper",75,".5 cup, chopped or diced"
"Potatoes, o'brien, home-prepared",15.47,,,194,"1 cup",1162,"1 recipe,  yield"
"Potato pancakes",27.81,3.3,1.79,22,"1 small,  2-3/4 in. dia., 5/8 in. thick.",37,"1 medium,  3-1/4 in. x 3-5/8 in., 5/8 in. thick."
"Potato, baked, flesh and skin, without salt",21.15,2.2,1.18,299,"1 potato, large",173,"1 potato, medium"
"Potatoes, microwaved, cooked in skin, flesh and skin, without salt",24.24,2.3,,202,"1 potato,  (2-3/4"" dia by 4-3/4"" long)",,
"Radish seeds, sprouted, raw",3.6,,,38,"1 cup",,
"Shallots, raw",16.8,3.2,7.87,10,"1 tbsp, chopped",,
"Carrot, dehydrated",79.57,23.6,38.82,74,"1 cup",,
"Tomatoes, crushed, canned",7.29,1.9,4.4,,,,
"Tomatoes, orange, raw",3.18,0.9,,158,"1 cup, chopped",111,"1 tomato"
"Tomatoes, yellow, raw",2.98,0.7,,139,"1 cup, chopped",212,"1 tomato"
"Arrowroot, raw",13.39,1.3,,120,"1 cup, sliced",33,"1 root"
"Chrysanthemum leaves, raw",3.01,3,,51,"1 cup, chopped",18,"1 leaf"
"Amaranth leaves, cooked, boiled, drained, with salt",4.11,,,132,"1 cup",,
"Arrowhead, cooked, boiled, drained, with salt",16.14,,,12,"1 corm,  medium",,
"Artichokes, (globe or french), cooked, boiled, drained, with salt",11.39,8.6,0.99,120,"1 artichoke,  medium",84,".5 cup, hearts"
"Artichokes, (globe or french), frozen, cooked, boiled, drained, with salt",9.18,4.6,0.84,168,"1 cup",240,"1 package,  (9 oz), yields"
"Asparagus, cooked, boiled, drained, with salt",4.11,2,1.3,90,".5 cup",60,"4 spears,  (1/2"" base)"
"Asparagus, canned, no salt added, solids and liquids",2.48,1,1,122,".5 cup",411,"1 can,  (300 x 407)"
"Asparagus, frozen, cooked, boiled, drained, with salt",1.92,1.6,0.32,180,"1 cup",293,"1 package,  (10 oz) yields"
"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, with salt",6.16,1.9,1.04,58,"1 cup",,
"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, with salt",4.32,2,1.95,124,"1 cup,  (1/2"" pieces)",,
"Bamboo shoots, cooked, boiled, drained, with salt",1.52,1,,120,"1 cup,  (1/2"" slices)",144,"1 shoot"
"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, with salt",4.72,,,,,,
"Lima beans, immature seeds, cooked, boiled, drained, with salt",23.64,5.3,1.63,170,"1 cup",,
"Lima beans, immature seeds, canned, no salt added, solids and liquids",13.33,3.6,0.93,248,"1 cup",454,"1 can,  (303 x 406)"
"Lima beans, immature seeds, frozen, baby, cooked, boiled, drained, with salt",19.45,6,1.37,180,"1 cup",311,"1 package,  (10 oz) yields"
"Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, with salt",19.32,5.8,1.34,170,"1 cup",311,"1 package,  (10 oz) yields"
"Mung beans, mature seeds, sprouted, cooked, boiled, drained, with salt",3.6,0.8,2.84,124,"1 cup",,
"Beans, navy, mature seeds, sprouted, cooked, boiled, drained, with salt",15.01,,,,,,
"Beans, pinto, immature seeds, frozen, cooked, boiled, drained, with salt",30.88,8.6,,284,"1 package,  (10 oz) yields",94,".333 package,  (10 oz) yields"
"Beans, pinto, mature seeds, sprouted, cooked, boiled, drained, with salt",3.5,,,,,,
"Beans, snap, yellow, raw",7.13,3.4,,100,"1 cup, 1/2"" pieces",55,"10 beans,  (4"" long)"
"Beans, snap, green, cooked, boiled, drained, with salt",7.88,3.2,1.55,125,"1 cup",,
"Beans, snap, yellow, cooked, boiled, drained, without salt",7.88,3.3,1.55,125,"1 cup",,
"Beans, snap, yellow, cooked, boiled, drained, with salt",7.88,3.3,1.55,125,"1 cup",,
"Beans, snap, green, canned, no salt added, solids and liquids",3.5,1.5,,120,".5 cup",439,"1 can,  (303 x 406)"
"Beans, snap, yellow, canned, regular pack, solids and liquids",3.5,1.5,,120,".5 cup",439,"1 can,  (303 x 406)"
"Beans, snap, yellow, canned, no salt added, solids and liquids",3.5,1.5,,120,".5 cup",439,"1 can,  (303 x 406)"
"Beans, snap, green, canned, no salt added, drained solids",4.25,2.5,1.31,153,"1 cup",62,"10 beans"
"Beans, snap, yellow, frozen, all styles, unprepared",7.58,2.8,,121,"1 cup",284,"1 package,  (10 oz)"
"Beans, snap, green, frozen, cooked, boiled, drained, with salt",5.86,3,1.23,135,"1 cup",,
"Beans, snap, yellow, frozen, cooked, boiled, drained, without salt",6.45,3,1.23,135,"1 cup",,
"Beans, snap, yellow, frozen, cooked, boiled, drained, with salt",5.86,3,1.23,135,"1 cup",,
"Beets, cooked, boiled. drained, with salt",9.96,2,7.96,85,".5 cup, slices",100,"2 beets,  (2"" dia, sphere)"
"Beets, canned, no salt added, solids and liquids",6.57,1.2,5.38,246,"1 cup",,
"Beet greens, cooked, boiled, drained, with salt",5.46,2.9,0.6,144,"1 cup,  (1"" pieces)",,
"Borage, cooked, boiled, drained, with salt",3.55,,,,,,
"Broadbeans, immature seeds, cooked, boiled, drained, with salt",10.1,,,,,,
"Broccoli, leaves, raw",5.24,,,,,,
"Broccoli, flower clusters, raw",5.24,,,71,"1 cup,  flowerets",11,"1 floweret"
"Broccoli, stalks, raw",5.24,,,114,"1 stalk",,
"Broccoli, cooked, boiled, drained, with salt",7.18,3.3,1.39,280,"1 stalk,  large (11""-12"" long)",180,"1 stalk,  medium (7-1/2"" - 8"" long)"
"Broccoli, frozen, chopped, cooked, boiled, drained, with salt",5.35,3,1.47,184,"1 cup",,
"Broccoli, frozen, spears, cooked, boiled, drained, with salt",5.35,3,1.44,250,"1 package,  (10 oz) yields",92,".5 cup"
"Brussels sprouts, cooked, boiled, drained, with salt",7.1,2.6,1.74,21,"1 sprout",78,".5 cup"
"Brussels sprouts, frozen, cooked, boiled, drained, with salt",8.32,4.1,2.08,155,"1 cup",,
"Burdock root, cooked, boiled, drained, with salt",21.15,1.8,3.55,125,"1 cup,  (1"" pieces)",166,"1 root"
"Butterbur, cooked, boiled, drained, with salt",2.16,,,,,,
"Cabbage, common (danish, domestic, and pointed types), freshly harvest, raw",5.37,2.3,,908,"1 head",35,".5 cup, shredded"
"Cabbage, common (danish, domestic, and pointed types), stored, raw",5.37,2.3,,908,"1 head",35,".5 cup, shredded"
"Cabbage, common, cooked, boiled, drained, with salt",5.51,1.9,2.79,1262,"1 head",75,".5 cup, shredded"
"Cabbage, red, cooked, boiled, drained, with salt",6.94,2.6,3.32,22,"1 leaf",75,".5 cup, shredded"
"Cabbage, savoy, cooked, boiled, drained, with salt",5.41,2.8,,145,"1 cup, shredded",,
"Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt",1.78,1,0.83,170,"1 cup, shredded",,
"Cabbage, chinese (pe-tsai), cooked, boiled, drained, with salt",2.41,1.7,,119,"1 cup, shredded",14,"1 leaf"
"Cardoon, cooked, boiled, drained, with salt",4.74,1.7,,,,,
"Carrots, cooked, boiled, drained, with salt",8.22,3,3.45,9.7,"1 tbsp",78,".5 cup, slices"
"Carrots, canned, no salt added, solids and liquids",5.36,1.8,2.46,123,".5 cup, slices",454,"1 can,  (303 x 406)"
"Carrots, canned, no salt added, drained solids",5.54,1.5,2.48,228,"1 cup, mashed",146,"1 cup, sliced"
"Carrots, frozen, cooked, boiled, drained, with salt",7.73,3.3,4.08,146,"1 cup, slices",,
"Cauliflower, cooked, boiled, drained, with salt",4.11,2.3,1.86,62,".5 cup,  (1"" pieces)",54,"3 flowerets"
"Cauliflower, frozen, cooked, boiled, drained, with salt",3.16,2.7,0.46,180,"1 cup,  (1"" pieces)",,
"Celeriac, cooked, boiled, drained, with salt",5.9,,,155,"1 cup, pieces",,
"Celery, cooked, boiled, drained, with salt",4,1.6,2.37,150,"1 cup, diced",75,"2 stalks"
"Chard, swiss, cooked, boiled, drained, with salt",4.13,2.1,1.1,175,"1 cup, chopped",,
"Chayote, fruit, cooked, boiled, drained, with salt",4.5,2.8,,160,"1 cup,  (1"" pieces)",,
"Chrysanthemum, garland, cooked, boiled, drained, with salt",4.31,2.3,2.01,100,"1 cup,  (1"" pieces)",,
"Collards, cooked, boiled, drained, with salt",4.91,2.8,0.4,190,"1 cup, chopped",,
"Collards, frozen, chopped, cooked, boiled, drained, with salt",7.1,2.8,0.57,170,"1 cup, chopped",,
"Corn, sweet, yellow, cooked, boiled, drained, with salt",20.98,2.4,4.54,89,"1 ear, small (5-1/2"" to 6-1/2"" long)",103,"1 ear, medium (6-3/4"" to 7-1/2"" long)"
"Corn, sweet, yellow, canned, no salt added, solids and liquids",13.86,1.7,3.18,256,"1 cup",482,"1 can,  (303 x 406)"
"Corn, sweet, yellow, canned, cream style, no salt added",18.13,1.2,3.23,256,"1 cup",482,"1 can,  (303 x 406)"
"Corn, sweet, yellow, canned, vacuum pack, no salt added",19.44,2,3.56,210,"1 cup",340,"1 can,  (303 x 406)"
"Corn, sweet, yellow, frozen, kernels, cut off cob, boiled, drained, with salt",18.71,2.4,3.07,165,"1 cup",284,"1 package,  (10 oz) yields"
"Corn, sweet, yellow, frozen, kernels on cob, cooked, boiled, drained, with salt",22.33,2.8,3.59,165,"1 cup, kernels",63,"1 ear,  yields"
"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, with salt",19.73,5,3.23,165,"1 cup",,
"Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, with salt",23.5,6.4,4.46,170,"1 cup",,
"Cowpeas, young pods with seeds, cooked, boiled, drained, with salt",7,,,95,"1 cup",,
"Cowpeas, leafy tips, cooked, boiled, drained, with salt",2.8,,,53,"1 cup, chopped",,
"Cress, garden, cooked, boiled, drained, with salt",3.8,0.7,3.11,135,"1 cup",,
"Dandelion greens, cooked, boiled, drained, with salt",6.4,2.9,1.62,105,"1 cup, chopped",,
"Eggplant, cooked, boiled, drained, with salt",8.14,2.5,3.2,99,"1 cup,  (1"" cubes)",,
"Gourd, white-flowered (calabash), cooked, boiled, drained, with salt",3.1,1.2,,146,"1 cup,  (1"" cubes)",,
"Gourd, dishcloth (towelgourd), cooked, boiled, drained, with salt",13.75,2.9,5.17,178,"1 cup,  (1"" pieces)",89,".5 cup,  (1"" slices)"
"Drumstick leaves, cooked, boiled, drained, with salt",11.15,2,1,42,"1 cup, chopped",,
"Drumstick pods, cooked, boiled, drained, with salt",8.18,4.2,,118,"1 cup, slices",,
"Hyacinth-beans, immature seeds, cooked, boiled, drained, with salt",9.2,,,87,"1 cup",,
"Jute, potherb, cooked, boiled, drained, with salt",7.29,2,1,87,"1 cup",,
"Kale, cooked, boiled, drained, with salt",5.63,2,1.25,130,"1 cup, chopped",,
"Kale, frozen, cooked, boiled, drained, with salt",5.23,2,1.34,130,"1 cup, chopped",,
"Kale, scotch, cooked, boiled, drained, with salt",5.62,,,130,"1 cup, chopped",,
"Kohlrabi, cooked, boiled, drained, with salt",6.69,1.1,2.8,165,"1 cup, slices",,
"Lambs quarters, cooked, boiled, drained, with salt",5,2.1,0.62,180,"1 cup, chopped",,
"Leeks, (bulb and lower leaf-portion), cooked, boiled, drained, with salt",7.62,1,2.11,124,"1 leek",26,".25 cup, chopped"
"Lotus root, cooked, boiled, drained, with salt",16.02,3.1,,60,".5 cup",89,"10 slices,  (2-1/2"" dia)"
"Mushrooms, white, cooked, boiled, drained, with salt",5.29,2.2,2.34,156,"1 cup, pieces",9.8,"1 tbsp"
"Mushrooms, shiitake, cooked, with salt",14.39,2.1,3.84,145,"1 cup, pieces",72,"4 mushrooms"
"Mustard greens, cooked, boiled, drained, with salt",2.1,2,0.1,140,"1 cup, chopped",,
"Mustard greens, frozen, cooked, boiled, drained, with salt",3.11,2.8,0.32,150,"1 cup, chopped or diced",212,"1 package,  (10 oz) yields"
"Mustard spinach, (tendergreen), cooked, boiled, drained, with salt",2.8,2,,180,"1 cup, chopped",,
"New zealand spinach, cooked, boiled, drained, with salt",2.13,1.4,0.25,180,"1 cup, chopped",,
"Okra, cooked, boiled, drained, with salt",4.51,2.5,2.4,80,".5 cup, slices",85,"8 pods,  (3"" long)"
"Okra, frozen, cooked, boiled, drained, with salt",6.41,2.1,2.87,255,"1 package,  (10 oz) yields",92,".5 cup, slices"
"Onions, cooked, boiled, drained, with salt",9.56,1.4,4.73,210,"1 cup",15,"1 tbsp, chopped"
"Onions, frozen, chopped, cooked, boiled, drained, with salt",6,1.7,2.9,15,"1 tbsp, chopped",105,".5 cup, chopped or diced"
"Onions, frozen, whole, cooked, boiled, drained, with salt",6.11,1.4,2.9,210,"1 cup",,
"Parsnips, cooked, boiled, drained, with salt",17.01,4,4.8,78,".5 cup, slices",160,"1 parsnip,  (9"" long)"
"Peas, edible-podded, cooked, boiled, drained, with salt",6.46,2.8,3.99,160,"1 cup",,
"Peas, edible-podded, frozen, cooked, boiled, drained, with salt",8.43,3.1,4.82,160,"1 cup",253,"1 package,  (10 oz) yields"
"Peas, green, cooked, boiled, drained, with salt",15.63,5.5,5.93,160,"1 cup",,
"Peas, green, canned, no salt added, solids and liquids",9.75,3.3,3.2,124,".5 cup",482,"1 can,  (303 x 406)"
"Peas, green, canned, no salt added, drained solids",12.58,4.1,4.16,85,".5 cup",313,"1 can,  (303 x 406)"
"Peas, green, frozen, cooked, boiled, drained, with salt",14.26,5.5,4.65,80,".5 cup",253,"1 package,  (10 oz) yields"
"Peas, mature seeds, sprouted, cooked, boiled, drained, with salt",17.08,,,,,,
"Peas and carrots, canned, no salt added, solids and liquids",8.48,3.3,2.83,255,"1 cup",,
"Peas and carrots, frozen, cooked, boiled, drained, with salt",10.12,3.1,4.36,278,"1 package,  (10 oz) yields",80,".5 cup"
"Peas and onions, frozen, cooked, boiled, drained, with salt",8.63,2.2,3.77,180,"1 cup",,
"Peppers, hot chili, red, raw",8.81,1.5,5.3,45,"1 pepper",75,".5 cup, chopped or diced"
"Peppers, hot chili, red, canned, excluding seeds, solids and liquids",5.1,1.3,3.32,73,"1 pepper",68,".5 cup, chopped or diced"
"Peppers, sweet, red, raw",6.03,2.1,4.2,149,"1 cup, chopped",92,"1 cup, sliced"
"Peppers, sweet, green, cooked, boiled, drained, with salt",6.11,1.2,3.19,11.6,"1 tbsp",73,"1 pepper"
"Peppers, sweet, red, cooked, boiled, drained, without salt",6.7,1.2,4.39,135,"1 cup, strips",11.6,"1 tbsp"
"Peppers, sweet, red, cooked, boiled, drained, with salt",6.11,1.2,4.39,12,"1 tbsp",73,"1 pepper"
"Peppers, sweet, green, frozen, chopped, cooked, boiled, drained, with salt",3.31,0.9,,135,"1 cup,  chopped or strips",11.6,"1 tablespoon,  chopped"
